受講者,試験1_問1,試験1_問2,試験1_問3,試験1_問4,試験1_問5,試験1_問6,試験1_問7,試験1_問8,試験1_問9,試験1_問10,試験1_問11,試験1_問12,試験1_問13,試験1_問14,試験1_問15,試験1_小計,試験2_問1(25),試験2_問2(25),試験2_問3(30),試験2_問4(20),試験2_小計,実物確認,合計(115),備考
,,,,,,,,,,,,,,,,=SUM(B2:P2),,,,,=SUM(R2:U2),,=Q2+V2,
